"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 06 15:52:09 MSK 2021","Thu May 06 15:52:09 MSK 2021","36","","","","","","Существующие элементы : Справочник.Банки.Форма.ФормаГруппы - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:37 MSK 2021","Thu May 06 15:52:37 MSK 2021","18","","","","","","Документ.ОплатаЦБ.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"skipped","Thu May 06 15:52:36 MSK 2021","Thu May 06 15:52:36 MSK 2021","3","","","","","","Новые документы : объект находится в исключениях : Документ.ОперацииСВекселямиАрхив.Форма.ФормаДокумента - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:28 MSK 2021","Thu May 06 15:52:28 MSK 2021","21","","","","","","Справочник.ТипыКонтрактов.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:30 MSK 2021","Thu May 06 15:52:30 MSK 2021","139","","","","","","Новые документы : Документ.ВариационнаяМаржа.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","4","","","","","","Перенос документа на текущий день : Документ.ИзменениеСостоянияСделки.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","19","","","","","","Документ.СверкаСБрокером.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:37 MSK 2021","Thu May 06 15:52:37 MSK 2021","89","","","","","","Новые документы : Документ.ОткрытыеПозиции.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:29 MSK 2021","Thu May 06 15:52:29 MSK 2021","16","","","","","","Новые элементы : Справочник.ПриоритетыКлиентскихСчетов.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","181","","","","","","Новые документы : Документ.СправкаПоНДФЛВНалоговыйОрган.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","6","","","","","","Существующие документы : Документ.МаржинальныйУчетОткрытиеДня.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","19","","","","","","Документ.МаржинальныйУчетЗакрытиеДня.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:12 MSK 2021","Thu May 06 15:52:12 MSK 2021","60","","","","","","Новые через копирование элементы : Справочник.ВнешниеОбработки.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:43 MSK 2021","Thu May 06 15:52:43 MSK 2021","9","","","","","","Существующие документы : Документ.ТолькоПогашениеКупона.Форма.ФормаПогашенияКупона - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:40 MSK 2021","Thu May 06 15:52:40 MSK 2021","7","","","","","","Существующие документы : Документ.РасчетКомиссииПМ.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"failed","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","54","","","","","","Новые документы : Документ.СправкаНДФЛ.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:16 MSK 2021","Thu May 06 15:52:16 MSK 2021","17","","","","","","Справочник.КлассификаторСекторовЭкономики.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","24","","","","","","Документ.СделкаМены.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:22 MSK 2021","Thu May 06 15:52:22 MSK 2021","29","","","","","","Новые элементы : Справочник.РегламентированныеОтчеты.Форма.ФормаГруппы - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:39 MSK 2021","Thu May 06 15:52:39 MSK 2021","103","","","","","","Документ.ПоручениеКлиента.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:37 MSK 2021","Thu May 06 15:52:37 MSK 2021","74","","","","","","Новые документы : Документ.ОплатаПроцентовПоДепозитам.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"skipped","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:31 MSK 2021","4","","","","","","объект находится в исключениях : Документ.ВнебиржеваяСделкаАрхив.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:06 MSK 2021","Thu May 06 15:52:06 MSK 2021","44","","","","","","Новые через копирование элементы : Справочник._рарВерсияТаксономииXBRL.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","9","","","","","","Существующие документы : Документ.МаржинальныйУчетЗакрытиеДня.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:16 MSK 2021","Thu May 06 15:52:16 MSK 2021","35","","","","","","Новые через копирование элементы : Справочник.КлассификаторВидовЭкономическойДеятельности.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:21 MSK 2021","Thu May 06 15:52:21 MSK 2021","26","","","","","","Новые через копирование элементы : Справочник.ПереченьЗагружаемыхЦенныхБумаг.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","19","","","","","","Документ.ПеререгистрацияЦБ.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:26 MSK 2021","Thu May 06 15:52:26 MSK 2021","73","","","","","","Существующие элементы : Справочник.УчетныеЗаписиЭлектроннойПочты.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:30 MSK 2021","Thu May 06 15:52:30 MSK 2021","54","","","","","","Новые документы : Документ.БлокировкаЦБ.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","89","","","","","","Новые документы : Документ.ПеререгистрацияВекселей.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","5","","","","","","Перенос документа на текущий день : Документ.ПереводЦБ.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:11 MSK 2021","Thu May 06 15:52:11 MSK 2021","70","","","","","","Существующие элементы : Справочник.ВидыДенежныхСредствВПути.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","5","","","","","","Перенос документа на текущий день : Документ.КорректировкаЗаписейРегистров.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:23 MSK 2021","Thu May 06 15:52:23 MSK 2021","14","","","","","","Справочник.РолиКонтактныхЛиц.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:25 MSK 2021","Thu May 06 15:52:25 MSK 2021","121","","","","","","Справочник.СчетаВнутреннегоУчета.Форма.ФормаСпискаУпр - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","25","","","","","","Документ.ПереводЦБ.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","9","","","","","","Существующие документы : Документ.ПереводЦБ.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","5","","","","","","Перенос документа на текущий день : Документ.ПогашениеВекселей.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","7","","","","","","Перенос документа на текущий день : Документ.СправкиПоНДФЛДляРасчетаПоНалогуНаПрибыль.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:31 MSK 2021","97","","","","","","Новые документы : Документ.ВводДивидендов.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"skipped","Thu May 06 15:52:28 MSK 2021","Thu May 06 15:52:28 MSK 2021","3","","","","","","объект находится в исключениях : Справочник.ДоговорыОбслуживанияPI.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:08 MSK 2021","Thu May 06 15:52:08 MSK 2021","71","","","","","","Существующие элементы : Справочник.АвтоматическиеОперации.Форма.ФормаГруппы - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:43 MSK 2021","Thu May 06 15:52:43 MSK 2021","4","","","","","","Перенос документа на текущий день : Документ.Уведомление.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:43 MSK 2021","Thu May 06 15:52:43 MSK 2021","19","","","","","","Документ.ТРЕМРепорт.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:07 MSK 2021","Thu May 06 15:52:07 MSK 2021","61","","","","","","Новые через копирование элементы : Справочник._рарНастройкиОткрытыхОсейXBRL.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:24 MSK 2021","Thu May 06 15:52:24 MSK 2021","20","","","","","","Справочник.События.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:17 MSK 2021","Thu May 06 15:52:17 MSK 2021","74","","","","","","Новые элементы : Справочник.КонтактныеЛица.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:26 MSK 2021","Thu May 06 15:52:26 MSK 2021","16","","","","","","Новые элементы : Справочник.ТипАудита.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:21 MSK 2021","Thu May 06 15:52:21 MSK 2021","106","","","","","","Существующие элементы : Справочник.Пользователи.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:26 MSK 2021","Thu May 06 15:52:26 MSK 2021","18","","","","","","Справочник.УслугиДляЦелейПризнанияКвалифированнымИнвестором.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","82","","","","","","Новые документы : Документ.Конвертация.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:27 MSK 2021","Thu May 06 15:52:27 MSK 2021","26","","","","","","Новые элементы : Справочник.ФизическиеЛица.Форма.ФормаГруппы - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","9","","","","","","Существующие документы : Документ.СправкаПоНДФЛВНалоговыйОрган.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:08 MSK 2021","Thu May 06 15:52:08 MSK 2021","88","","","","","","Справочник._рарТипыСсылочныхОбъектов.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:30 MSK 2021","Thu May 06 15:52:30 MSK 2021","5","","","","","","Существующие документы : Документ.ВариационнаяМаржа.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","16","","","","","","Документ.ПереоценкаВалютныхОстатков.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:25 MSK 2021","Thu May 06 15:52:25 MSK 2021","119","","","","","","Новые элементы : Справочник.СчетаВнутреннегоУчета.Форма.Форма - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"skipped","Thu May 06 15:52:28 MSK 2021","Thu May 06 15:52:28 MSK 2021","3","","","","","","Существующие элементы : объект находится в исключениях : Справочник.ДоговорыОбслуживанияPI.Форма.ФормаЭлемента - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:39 MSK 2021","Thu May 06 15:52:39 MSK 2021","42","","","","","","Новые документы : Документ.ПризнаниеИсключениеИзСпискаКвалифицированныхИнвесторов.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:11 MSK 2021","Thu May 06 15:52:11 MSK 2021","86","","","","","","Справочник.ВидыДоговоровПоСделке.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","4","","","","","","Перенос документа на текущий день : Документ.ИсполнениеОперацииНаВалютномРынке.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:34 MSK 2021","Thu May 06 15:52:34 MSK 2021","10","","","","","","Существующие документы : Документ.НачислениеКомиссий.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:37 MSK 2021","Thu May 06 15:52:37 MSK 2021","20","","","","","","Документ.ОплатаНачисленныхКомиссий.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:34 MSK 2021","Thu May 06 15:52:34 MSK 2021","26","","","","","","Документ.НачислениеКомиссий.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:25 MSK 2021","Thu May 06 15:52:25 MSK 2021","35","","","","","","Справочник.СчетаДепо.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:11 MSK 2021","Thu May 06 15:52:11 MSK 2021","19","","","","","","Справочник.ВидРассылки.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:09 MSK 2021","Thu May 06 15:52:09 MSK 2021","20","","","","","","Справочник.АдресныеСокращения.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:24 MSK 2021","Thu May 06 15:52:24 MSK 2021","28","","","","","","Справочник.СоставОбъединенногоСчета.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:10 MSK 2021","Thu May 06 15:52:10 MSK 2021","150","","","","","","Существующие элементы : Справочник.БанковскиеСчета.Форма.ФормаЭлемента1 - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:31 MSK 2021","4","","","","","","Перенос документа на текущий день : Документ.ВводДивидендов.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","5","","","","","","Перенос документа на текущий день : Документ.ПогашениеКупона.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"skipped","Thu May 06 15:52:36 MSK 2021","Thu May 06 15:52:36 MSK 2021","3","","","","","","Новые документы : объект находится в исключениях : Документ.ОперацииНаСрочномРынкеАрхив.Форма.ФормаДокумента - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","21","","","","","","Документ.ПеререгистрацияВекселей.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:29 MSK 2021","Thu May 06 15:52:29 MSK 2021","23","","","","","","Существующие элементы : Справочник.КодыВО.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:13 MSK 2021","Thu May 06 15:52:13 MSK 2021","26","","","","","","Справочник.ВычетыНДФЛ.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:24 MSK 2021","Thu May 06 15:52:24 MSK 2021","22","","","","","","Справочник.Субконто.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","92","","","","","","Новые документы : Документ.ПогашениеКупона.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"broken","Thu May 06 15:52:13 MSK 2021","Thu May 06 15:52:13 MSK 2021","19","","","","","","Справочник.ГруппыКлиентов.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:44 MSK 2021","Thu May 06 15:52:44 MSK 2021","21","","","","","","Документ.ШтрафныеСанкции.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:25 MSK 2021","Thu May 06 15:52:25 MSK 2021","35","","","","","","Справочник.СчетаДепо.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"skipped","Thu May 06 15:52:20 MSK 2021","Thu May 06 15:52:20 MSK 2021","4","","","","","","объект находится в исключениях : Справочник.МестаХранения1.Форма.ФормаВыбораГруппы - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:37 MSK 2021","Thu May 06 15:52:37 MSK 2021","6","","","","","","Существующие документы : Документ.ОплатаЦБ.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:41 MSK 2021","Thu May 06 15:52:41 MSK 2021","7","","","","","","Существующие документы : Документ.РасчетСтоимостиПортфеля.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:37 MSK 2021","Thu May 06 15:52:37 MSK 2021","144","","","","","","Перенос документа на текущий день : Документ.ПереводДС.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:34 MSK 2021","Thu May 06 15:52:35 MSK 2021","120","","","","","","Новые документы : Документ.InternalPayment.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:15 MSK 2021","Thu May 06 15:52:15 MSK 2021","74","","","","","","Справочник.ИнструментыВалютногоРынка.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:26 MSK 2021","Thu May 06 15:52:26 MSK 2021","14","","","","","","Справочник.ТипАудита.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:43 MSK 2021","Thu May 06 15:52:43 MSK 2021","16","","","","","","Существующие документы : Документ.ТолькоПогашениеОблигации.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"skipped","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","3","","","","","","Новые документы : объект находится в исключениях : Документ.СправкаПоНДФЛВНалоговыйОрганС2015.Форма.ФормаДокумента - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:44 MSK 2021","Thu May 06 15:52:44 MSK 2021","16","","","","","","Документ.СписаниеКомиссииЗаВедениеСчета.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:12 MSK 2021","Thu May 06 15:52:12 MSK 2021","40","","","","","","Новые через копирование элементы : Справочник.ВидыУведомлений.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:24 MSK 2021","Thu May 06 15:52:24 MSK 2021","71","","","","","","Новые через копирование элементы : Справочник.События.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:17 MSK 2021","Thu May 06 15:52:17 MSK 2021","51","","","","","","Справочник.Комиссии.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:29 MSK 2021","Thu May 06 15:52:29 MSK 2021","11","","","","","","Существующие документы : Документ._рарЭлектронныйДокумент.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:37 MSK 2021","Thu May 06 15:52:37 MSK 2021","4","","","","","","Перенос документа на текущий день : Документ.ОплатаПроцентовПоДепозитам.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:39 MSK 2021","Thu May 06 15:52:40 MSK 2021","4","","","","","","Перенос документа на текущий день : Документ.ПроведениеСверкиПрофессиональнымУчастником.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:43 MSK 2021","Thu May 06 15:52:43 MSK 2021","30","","","","","","Документ.ТолькоПогашениеОблигации.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:28 MSK 2021","Thu May 06 15:52:28 MSK 2021","65","","","","","","Существующие элементы : Справочник.Assets.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"skipped","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","3","","","","","","Перенос документа на текущий день : объект находится в исключениях : Документ.СделкаМеныАрхив.Форма.ФормаДокумента - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","89","","","","","","Новые документы : Документ.ЗакрытиеПериода.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:31 MSK 2021","4","","","","","","Перенос документа на текущий день : Документ.ВнебиржеваяСделка.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:24 MSK 2021","Thu May 06 15:52:24 MSK 2021","16","","","","","","Новые элементы : Справочник.СтатьиДвиженияДенежныхСредств.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:43 MSK 2021","Thu May 06 15:52:43 MSK 2021","80","","","","","","Перенос документа на текущий день : Документ.ТРЕМРепорт.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:34 MSK 2021","Thu May 06 15:52:34 MSK 2021","270","","","","","","Существующие документы : Документ.InternalPayment.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:35 MSK 2021","Thu May 06 15:52:36 MSK 2021","174","","","","","","Новые документы : Документ.ОперацииНаСрочномРынке.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:41 MSK 2021","Thu May 06 15:52:41 MSK 2021","5","","","","","","Существующие документы : Документ.РасчетСЧА.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:33 MSK 2021","Thu May 06 15:52:33 MSK 2021","6","","","","","","Перенос документа на текущий день : Документ.НачислениеДивидендов.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:28 MSK 2021","Thu May 06 15:52:28 MSK 2021","207","","","","","","Новые через копирование элементы : Справочник.ЦенныеБумаги.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
